added_by.id,track.name,track.external_urls.spotify,track.popularity
,No Me Conoce - Remix,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,81
,Never Really Over,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0,91
,Lalala,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,80
,Call You Mine (with Bebe Rexha),https://open.spotify.com/track/05CwHjIk71RXVU40boRMnR,90
,QUE PRETENDES,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt,88
,Sucker,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,80
,One Thing Right - feat. Kane Brown,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4,87
,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA,34
,7 rings,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,89
,It's You,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq,88
,11 PM,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d,89
,The London (feat. J. Cole & Travis Scott),https://open.spotify.com/track/7DcvwMAiqKJQD1rrdfxSDx,90
,Higher Love,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY,86
,Old Town Road,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O,90
,Shallow,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,88
,Con Altura,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,89
,Te Robaré,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw,89
,Talk,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,85
,Take Me Back to London (feat. Stormzy),https://open.spotify.com/track/1AI7UPw3fgwAFkvAlZWhE0,80
,No Guidance (feat. Drake),https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,78
,Best Part of Me (feat. YEBBA),https://open.spotify.com/track/0VsGaRXR5WAzpu51unJTis,78
,SOS (feat. Aloe Blacc),https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5,88
,Happier,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,89
,Calma - Remix,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,88
,Callaita,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,93
,Otro Trago,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr,93
,Señorita,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik,100
,Soltera - Remix,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL,92
,No Me Conoce - Remix,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,81
,Mirándote,https://open.spotify.com/track/2Zl9S0KGB7VkqQMJgHBQXN,74
,QUE PRETENDES,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt,88
,Loco Contigo (with J. Balvin & Tyga),https://open.spotify.com/track/1f38Gx6xQz6r4H1jGVNBJo,90
,Milionària,https://open.spotify.com/track/2K3bjojp1sCLdMMoO5lJ2p,77
,LA CANCIÓN,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,87
,Contando Lunares (feat. Cruz Cafuné),https://open.spotify.com/track/6uW0PIRcyZLvkoonm763xD,79
,Cristina (feat. Shelow Shaq),https://open.spotify.com/track/2egI1hFZDAYrkCgtepoore,79
,11 PM,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d,89
,Con Altura,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,89
,Te Soñé De Nuevo,https://open.spotify.com/track/5s8LepdwU0THzpd0M7nLsa,83
,Cuaderno,https://open.spotify.com/track/7anSoGdgtmJTAPZBzcPhO6,86
,Con Calma,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,92
,Verte Ir,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR,88
,Pa Mí - Remix,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz,88
,Diavla,https://open.spotify.com/track/1KfrcxnOLyDhd3p4hGrhVe,70
,Tal Vez,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI,78
,Te Robaré,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw,89
,Inocente,https://open.spotify.com/track/07eET3PAzpSz5CLE4wGgN5,73
,Soldi (feat. Maikel Delacalle),https://open.spotify.com/track/1GVBnZF3tHJiWzdCSgg75Z,73
,I Don't Care (with Justin Bieber),https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,79
,Swing,https://open.spotify.com/track/4DbhxwlkhTbCTqlZptxmI6,82
,Calma - Remix,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,88
,Hola Señorita,https://open.spotify.com/track/5vLEmh5EolySKTvXsyWSOg,67
,Contra La Pared,https://open.spotify.com/track/37eGbhE1xVFSvcKkqGb6i1,86
,La Playa,https://open.spotify.com/track/0jeS8PyyIRAG0A3t5DtL71,80
,Déjate Querer,https://open.spotify.com/track/3mN2DtljBhnrIpc3Nu2pJ8,80
,No Te Veo - Remix,https://open.spotify.com/track/0stKSegkdrfLTDvm5sIO38,79
,Mi Morena,https://open.spotify.com/track/6MF2uU7HoQkA1Da2jscqV2,71
,Bésame,https://open.spotify.com/track/2qON8SpeBDBSoWCvDKuwbU,67
,Santa María (Feat. Busy Signal),https://open.spotify.com/track/4R0sTxCaskwCPbzkfXHfWg,68
,Si Se Da,https://open.spotify.com/track/5KbBGUpIZd6gVFUU8tqYiQ,84
,Runaway,https://open.spotify.com/track/7BuSE9uTIw931wtZYzvZcQ,85
,HP,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3,86
,Me Quedo,https://open.spotify.com/track/6Nqi1fWKYXrVXmF3RtQbSf,72
,Enchochado de Ti,https://open.spotify.com/track/6G8TNOdTBpBPmDdJAvoVhA,73
,Cambio,https://open.spotify.com/track/3cg9A9GVyZAT2CPevqWr65,79
,MOJAITA,https://open.spotify.com/track/71pEiUWwfDFiRO6RmFpnBf,80
,Ellos,https://open.spotify.com/track/7bDboJVS7UlQBZj8lsvz2g,36
,Si Supieras,https://open.spotify.com/track/7MRU4vOkywuhZ9kbFiPuiu,81
,Delincuente,https://open.spotify.com/track/3TqLIW3qd4qFYkfYsBjVN6,78
,Que Mas Pues - Remix,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD,86
,Cicatrices (feat. Indara),https://open.spotify.com/track/17nYNma8AncLFqOBk6tu6m,66
,Tú No Amas,https://open.spotify.com/track/5J64qSSq0VZuh0CiI9o9Nq,79
,Date La Vuelta,https://open.spotify.com/track/5lwVd35Zg6DJ4qibVMq99H,81
,Baila Baila Baila - Remix,https://open.spotify.com/track/7mWFF4gPADjTQjC97CgFVt,84
,Let's Go Surfing,https://open.spotify.com/track/2TOoPCW05TjfwMqpVTThVZ,3
,Kill Me - Radio Edit,https://open.spotify.com/track/7lAsHZZVurUKVwOTZSky65,18
uaquiro,La canço del soldadet,https://open.spotify.com/track/6F3Xii0QKvwUU8aL8uy4pY,2
uaquiro,Too Good,https://open.spotify.com/track/11KJSRSgaDxqydKYiD2Jew,14
uaquiro,Washington Square Kids,https://open.spotify.com/track/7mJyVTwuiIED25CKd9Mub1,18
,Cloe,https://open.spotify.com/track/0cNc2tivyPqzgp13BSM7St,50
,The Things We Did Last Summer,https://open.spotify.com/track/1cfMdMmJqBlLn4auevv0iB,51
,Soulful Strut,https://open.spotify.com/track/5rWLLUMytrhz5KJwNjEn5q,50
,Crystal Silence,https://open.spotify.com/track/5F8rPLt2c52p0SK7kiH26b,54
,Bye-Ya,https://open.spotify.com/track/7tgMwYcqWpfZXKIyFcu62O,48
,Autumn Leaves,https://open.spotify.com/track/2iUrcZcAuVIahQD0dg9HLe,56
,All the Things You Are,https://open.spotify.com/track/3TSdkwPeUfvgLwNTF8gfC0,54
,So Tender,https://open.spotify.com/track/0Dt1B5dNfajRczQKZA87aL,53
,Everything I Love,https://open.spotify.com/track/0Pw63fBSPpWdWPfcUr9hY5,53
,Blue Mosque,https://open.spotify.com/track/2PkkapTQ008eN7ySn5dZ64,54
,It Ain't Necessarily So,https://open.spotify.com/track/2qswPLZD9CbUoSidGNyxwm,50
,Triste,https://open.spotify.com/track/7z4EbJbnbvWcP9Bg15fpgC,49
,One For Majid - Live,https://open.spotify.com/track/5vze3yFdib2nLOqpmzl5wO,10
,Senor Mouse,https://open.spotify.com/track/6linlPbVWEecMEMfNcul1e,47
,Aisha,https://open.spotify.com/track/3B5nLEw1jmeZraWXc8uJHe,9
,Comin' Home Baby,https://open.spotify.com/track/6OH7UCFY7SEJxxQkaYfAv8,48
,The Colours Of Chloë,https://open.spotify.com/track/4gP7YhlZqwogw7D0nm0dL4,9
,The Lady Is a Tramp,https://open.spotify.com/track/7nGLgTFlSQf6ZtSjM9kiMS,49
,Skating In Central Park,https://open.spotify.com/track/1cpANF6zMBoFoxkoIjZHjv,60
,A Nightingale Sang In Berkeley Square,https://open.spotify.com/track/4bRNH9mxHDszZGskpBFhPq,15
,Quiet Temple,https://open.spotify.com/track/5XPTuQXrCc8UPDExxVa4vh,53
,Questar,https://open.spotify.com/track/1ChYuSIoOFDVY6fHSXF6zS,48
,A Day In The Life,https://open.spotify.com/track/6f7r5i4xVwePkHDHwwMK75,11
,San Juan Sunset,https://open.spotify.com/track/0Pq0mOdgFXTezl6mMt8a39,49
,My One And Only Love,https://open.spotify.com/track/1HEGcv63IZ7TPncpVKdVdN,54
,Soledad De Murcia,https://open.spotify.com/track/76XN6m7RzGYwnzngUGD6Tt,46
,When Sunny Gets Blue,https://open.spotify.com/track/01HQIKjcODJCBRFoETqngE,15
,The Shadow Of Your Smile,https://open.spotify.com/track/0sRAziWSeUedBSKjapsy9F,51
,Nature Boy,https://open.spotify.com/track/7hDq6sOZ5Rl1XnSSfoOBRK,48
,My Foolish Heart,https://open.spotify.com/track/6yKkA8HzwWTZ5taIMaG4Nm,57
,Cool Out,https://open.spotify.com/track/489alJQIWUauqzKTMuXRjm,11
,All Alone,https://open.spotify.com/track/6TAW00MAPvS59yEoIgtOEI,48
,Stormy Weather,https://open.spotify.com/track/6ffJxrVKkPVW4hiRoiteB2,13
,Monticello,https://open.spotify.com/track/0FKnknau5UBXgN2Q6vVHgC,44
,Corcovado (Quiet Nights Of Quiet Stars),https://open.spotify.com/track/0xcJPMoBe9FenntXbfyx97,11
,If You Could See Me Now,https://open.spotify.com/track/2QZtOFPATNgKpUJiGUARZk,45
,Gary's Theme - 2003 Remastered Version,https://open.spotify.com/track/4G3EKvGtqcUSZqPQIWJFxd,25
,Windows,https://open.spotify.com/track/0m8tSPLHhjhGToD6LW0RPp,44
,Autumn Nocturne,https://open.spotify.com/track/4zPDjRgceGrR0Sm54YDTTf,53
,Fair Weather - Remastered,https://open.spotify.com/track/3X3p3u03P8eFL8WTH0oaaU,47
,Sunday,https://open.spotify.com/track/0iEtT7O43pat2fu6jdaCKl,9
,The Awakening,https://open.spotify.com/track/7GXOrNqnHdJasc81GlKH2D,41
,Midnight Special - Rudy Van Gelder Digital Remaster/2007,https://open.spotify.com/track/6oWhUfePc5h9r5pfw7wvPN,50
,On The Sunny Side Of The Street,https://open.spotify.com/track/0DXb75jBHund71iIpnBBZv,8
,Ruby My Dear,https://open.spotify.com/track/1czzmAtPTw287TyMQEfCfg,50
,Pretty Ballad,https://open.spotify.com/track/3gMMHNUrq3rPeUfgQcAJ2H,53
,I'll Remember April - Instrumental,https://open.spotify.com/track/74HwaWwtVa2buG8OIHZkgs,5
,Love Theme From Spartacus - Remastered,https://open.spotify.com/track/7yzM0pEseQUpb6BMViOPEA,48
,"Take the ""A"" Train",https://open.spotify.com/track/4p4XgwnZJCYOWSvz8ruiOY,43
,Almost Like Being In Love,https://open.spotify.com/track/6CDQBADsdzJwc3qZ3OPDHH,52
ma6666,Lovefool - Radio Edit,https://open.spotify.com/track/6vvYOBxKmCvUSEQgxdZiAq,8
ma6666,Wake Me up Before You Go-Go,https://open.spotify.com/track/5J0S5UgpCwlmEagrqgzvoC,20
ma6666,Karma Chameleon,https://open.spotify.com/track/4NH4xiPQ7TqNGqj6pZV4ki,53
ma6666,Teenage Daughter,https://open.spotify.com/track/1O8F1vfeTf7mxVtUhSx2GD,25
ma6666,Another Sunny Day,https://open.spotify.com/track/4OoxOQQMuB6hcNLF13JVOI,0
ma6666,Work,https://open.spotify.com/track/7kNLkQ2dwCfDhJybPaEz52,21
ma6666,Leeway - Full Version,https://open.spotify.com/track/64e8oBkaI8zUylgrb2Olwe,0
ma6666,L.I.F.E.G.O.E.S.O.N.,https://open.spotify.com/track/1rQllgSxZdFbm8H8KaqBsG,0
ma6666,Girls Chase Boys,https://open.spotify.com/track/3pfdwzqLYcN20GvoYno1Oz,20
ma6666,Let Me In - Soundtrack Version,https://open.spotify.com/track/4WUduEPZZG6wiE9B5IklnY,55
ma6666,Touch Ground,https://open.spotify.com/track/4zluo6Xv1ku4Y9jZfdIGHs,15
ma6666,My Silver Lining,https://open.spotify.com/track/3fKg9Up2k4rMBbGgJQnd85,49
ma6666,Cruel To Be Kind,https://open.spotify.com/track/4SZ7iPaYqIqFg0EhThhQTU,2
ma6666,Pumpin Blood,https://open.spotify.com/track/1lp2sVjzBj4DAVUQ6uTNBD,32
ma6666,Stolen Dance,https://open.spotify.com/track/44stBEuK7DXOyfoyuNndpn,5
ma6666,Museu d'Història Natural,https://open.spotify.com/track/5QJwmz9o4sRAM1l5QT244r,0
ma6666,Monsieur Cousteau,https://open.spotify.com/track/3f1I7xynghbRSrXfNJnEgV,32
ma6666,Louisiana o Els Camps de Cotó,https://open.spotify.com/track/3IeZmxji42gTJ781YVezCp,40
ma6666,L'home Que Dobla en Bruce Willis,https://open.spotify.com/track/6dzBWc4irORpV9U7lTkJId,27
ma6666,Lovefool - Radio Edit,https://open.spotify.com/track/1eRqy8jW4ZLMJR6dl3xsgI,15
ma6666,Where Is My Mind?,https://open.spotify.com/track/5BP0oaQ1VhuaznT77CBXQp,63
ma6666,Here Comes Your Man,https://open.spotify.com/track/0cs671lxX2eoDzr2KMuo3N,64
ma6666,Personal Jesus - The Stargate Mix,https://open.spotify.com/track/1TJh9yLAEvMFIg7TyMeRZR,0
ma6666,Honey And The Bee,https://open.spotify.com/track/34VWeivu3VF3PnkV6MRhNK,35
ma6666,Something Good Can Work,https://open.spotify.com/track/7vIBxqsNQZ3PehEFQr1ZGt,2
ma6666,I Can Talk,https://open.spotify.com/track/4O8FM6y70hB66DKjA9V1WS,0
ma6666,Kill Me - Radio Edit,https://open.spotify.com/track/7lAsHZZVurUKVwOTZSky65,18
ma6666,Something Good Can Work (The Twelves Remix),https://open.spotify.com/track/5ks3okhkCteTbaE7TWttQg,1
ma6666,Midnight City,https://open.spotify.com/track/4kO7mrAPfqIrsKwUOK5BFx,8
ma6666,Kelly,https://open.spotify.com/track/7qEGpNIf3JlfiIkLt65yAI,0
ma6666,Personal Jesus - 2006 Digital Remaster,https://open.spotify.com/track/601h6t4AYzjENLTGjHDbhw,3
ma6666,Enjoy the Silence - 2006 - Remaster,https://open.spotify.com/track/2oZGpVkUrvh7uDOgXwBliN,5
ma6666,Idea Of Happiness,https://open.spotify.com/track/5kjmR6UrEFn3axpSZM758I,0
ma6666,Snow [Hey Oh],https://open.spotify.com/track/4W3Bkljqflf1SD5l2VEtfl,4
ma6666,Little Green Bag,https://open.spotify.com/track/20jhZ58fJ7xTkTudhxrWQg,43
ma6666,Umbrella,https://open.spotify.com/track/3d6wj2ovA7c0fqLrKQD3H2,36
ma6666,Some Nights,https://open.spotify.com/track/67WTwafOMgegV6ABnBQxcE,67
ma6666,We Are Young (feat. Janelle Monáe),https://open.spotify.com/track/5rgy6ghBq1eRApCkeUdJXf,70
ma6666,Gold on the Ceiling,https://open.spotify.com/track/46iI0binWzpkEJgIWTYUBR,46
